latitude,longitude,start_date,duration,department_id,risk,seasonality,project_complexity,conflict
28.893441126246262,77.12655971804446,737782,78,4,0.24585549204048535,358,3.52,False
28.592806457370635,77.28695787197195,737706,51,7,0.21233222711750546,282,3.4299999999999997,False
28.54550774816402,77.15298336918657,737431,28,6,0.06980185795438208,7,1.7999999999999998,True
28.835168964836438,77.2187142003212,738207,150,3,0.3193837044900401,52,4.71,True
28.788452459433763,77.14432535057297,737689,57,4,0.23736899609208512,265,2.64,False
28.456566708893185,77.01602584558199,737523,239,7,0.09371905479796586,99,17.43,True
28.565563232776338,77.31051274269917,738449,140,3,0.22845059764566622,294,4.199999999999999,False
28.55212671466423,77.1730366250897,738035,163,3,0.08802828380759119,245,5.16,False
28.557203179919554,77.1228510050051,738219,118,7,0.059516742994806374,64,7.5600000000000005,False
28.740857182849645,76.96995385014283,738502,94,5,0.09483787560222186,347,4.75,True
28.855079983177163,76.90167595542131,737504,214,4,0.050277676473880054,80,8.68,True
28.89364750159676,76.9480243363976,738518,203,3,0.10396730068299549,363,6.1499999999999995,True
28.465471011616668,77.1432668751048,738067,195,7,0.06036754049150749,277,13.65,False
28.506518965346263,77.12120827885934,737437,66,8,0.014135612068826792,13,5.84,True
28.783029798683494,77.13348170160242,738065,190,8,0.24039948602825306,275,14.96,True
28.807412407471514,77.26838134855176,737752,101,8,0.35266725650920333,328,8.24,False
28.727826935484735,77.24008639793729,737446,189,6,0.2758043084605143,22,10.8,False
28.84065436683139,76.86149780735595,738378,35,3,0.04910166406206968,223,1.32,False
28.74643855032352,77.28931023353763,738413,168,7,0.3183506627366432,258,11.13,True
28.54161457167278,77.06273401116938,738426,53,1,0.0585121743837783,271,0.61,False
28.66728937075897,76.8533294533527,738027,63,1,0.1424809482658257,237,0.57,False
28.778288741392295,77.2110088345662,737599,113,9,0.29330499509021724,175,9.36,True
28.635070300918457,77.02415920794613,738320,190,3,0.1534546719564486,165,6.0,False
28.39369949785198,77.23380918849564,737760,87,10,0.17179456758968653,336,8.4,False
28.803471141963033,76.93336048546891,737892,147,5,0.033610562795729056,102,7.25,False
28.723926417727377,76.79722360550907,738446,292,1,0.11615671322690323,291,2.82,False
28.81353871372463,77.04173787770927,738128,25,9,0.13377111172620781,338,3.15,True
28.705875072268526,77.21995509154634,737537,54,8,0.24533522369201408,113,5.12,False
28.87138510711956,76.99483208843169,737950,149,7,0.1086169460071008,160,10.08,False
28.51568177806406,77.00907494012806,738261,252,9,0.09203922332462024,106,23.49,True
28.518230093283353,77.34622741362706,738282,287,5,0.24119369342255445,127,14.850000000000001,False
28.69701218387706,77.18447300269284,737831,174,10,0.20465249998867538,41,17.2,True
28.498954218420046,77.30116551033875,738350,257,7,0.19881175932379272,195,17.849999999999998,False
28.60762755041792,77.1018877134867,737896,75,9,0.09912515302677619,106,5.8500000000000005,False
28.883479779001412,77.01778834844532,737641,245,7,0.14944147800701812,217,17.36,True
28.605550086781026,76.84140878691184,737731,286,6,0.19274632063369468,307,16.62,True
28.89806052865419,77.11568925303516,737912,84,9,0.22894195219611088,122,7.47,True
28.78939807590093,76.8777422322704,738351,237,7,0.03187303119842673,196,16.52,False
28.763544354354107,77.16693005339005,738374,99,9,0.2651882202792715,219,9.09,True
28.883905763384192,76.86112959573808,737449,95,4,0.09476146625034348,25,3.4,False
28.46424814005873,77.33406594342803,738498,66,9,0.23417357126573313,343,6.57,True
28.721065592058192,77.30425846933555,737534,87,7,0.3048770004086585,110,5.81,False
28.9056126954815,77.2336325357492,737899,197,4,0.34657861558424985,109,7.64,True
28.763466696771147,77.26390813017366,738288,249,8,0.30082280347003126,133,20.0,True
28.697940970557156,76.80017933317073,737943,213,9,0.13920726899276326,153,19.98,False
28.40775661168214,76.9333711093814,738302,202,8,0.18766231435336658,147,16.64,False
28.710293335879864,77.05133288071065,737972,80,9,0.1808128724508902,182,8.01,False
28.603045626917485,77.35551278921831,737822,267,10,0.28271431805132113,32,26.0,True
28.51172802813093,77.14228270717845,737500,294,10,0.038598105082158204,76,28.5,False
28.414056251733083,77.23553776592965,738367,279,3,0.15388877565135942,212,8.22,False
28.640079258214094,77.31613998373342,738396,192,8,0.2689092962609131,241,14.8,True
28.457014788764155,76.91096530404879,737455,70,10,0.19968535050568686,31,7.1,True
28.491102432128955,77.25696357983817,737587,186,3,0.16461447016463412,163,5.61,False
28.597737301322287,77.168199080358,737612,240,4,0.11964241002933465,188,9.8,True
28.48318465935145,77.17566684600781,738066,270,2,0.07924932668716317,276,5.26,False
28.46744519412739,76.89717183380422,738202,240,9,0.20974963530014137,47,20.79,False
28.61498185405296,77.38990751374001,738304,125,2,0.3037521419006566,149,2.68,True
28.467995839938183,76.87865513423485,738472,125,8,0.22206469418981356,317,9.36,False
28.742368145034302,77.14335356893773,737550,136,9,0.24554941206559824,126,12.06,False
28.4622663552146,77.05347668225583,738464,259,1,0.06352219912062963,309,2.53,False
28.77337786052173,77.31509930564823,738052,246,6,0.3433668598369214,262,14.399999999999999,True
28.743493438286723,77.14766979940752,738124,108,9,0.24949191086385683,334,9.540000000000001,True
28.616169555425635,76.94895475163456,738304,139,1,0.185062667603198,149,1.46,False
28.765244622599457,77.37510652751033,738444,232,10,0.388492711205349,289,23.3,True
28.407085991160287,77.09751693384493,738418,36,7,0.09621686381364754,263,2.8000000000000003,False
28.658713802916026,77.27440511608305,737490,183,3,0.23328806090372772,66,5.76,False
28.804645339495227,76.80280218241981,738099,170,5,0.09349088965125422,309,8.75,False
28.455087075071848,77.02121248340929,737895,164,5,0.08794986726471421,105,8.55,False
28.427317599768504,77.21013459546472,737710,158,9,0.12880152011047957,286,13.59,True
28.842432690449556,76.87631306082022,738227,188,2,0.05816356849166392,72,3.94,False
28.785409986378472,76.97425516875828,738145,164,4,0.08164431858357706,355,6.28,True
28.70699424233261,77.33281768717823,737998,131,7,0.3065283748264201,208,9.31,False
28.625942072165664,77.18119044013429,737570,137,3,0.15145783301873,146,4.050000000000001,True
28.60083403625598,77.06594873027294,737588,184,5,0.10885325782351983,164,8.85,True
